Season,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,FT%,PTS,FG%,Dist.,%FGA_2P,%FGA_0-3,%FGA_3-10,%FGA_10-16,%FGA_16-3P,%FGA_3P,FG%_2P,FG%_0-3,FG%_3-10,FG%_10-16,FG%_16-3P,FG%_3P
2020-2021,Théo Maledon\maledth01,PG,19,OKC,65,49,27.4,3.5,9.4,1.6,4.8,1.9,4.6,1.6,2.1,0.748,10.1,0.368,16.8,0.49,0.171,0.164,0.107,0.047,0.51,0.402,0.419,0.376,0.424,0.379,0.335
2020-2021,Karim Mané\maneka01,PG,20,ORL,10,0,8.8,0.3,1.3,0.1,0.2,0.2,1.1,0.4,0.5,0.8,1.1,0.231,7.3,0.846,0.385,0.385,0.077,0,0.154,0.182,0.4,0,0,0,0.5
2020-2021,Terance Mann\mannte01,SG,24,LAC,67,10,18.9,2.7,5.2,0.6,1.4,2.1,3.9,1.2,1.4,0.83,7,0.509,10.4,0.74,0.371,0.209,0.109,0.051,0.26,0.541,0.708,0.397,0.342,0.333,0.418
2020-2021,Nico Mannion\mannini01,PG,19,GSW,30,1,12.1,1.3,3.8,0.7,2,0.6,1.8,0.8,0.9,0.821,4.1,0.342,18.2,0.474,0.114,0.184,0.096,0.079,0.526,0.315,0.769,0.286,0.091,0,0.367
2020-2021,Boban Marjanovi?\marjabo01,C,32,DAL,33,3,8.2,1.9,3.7,0,0.2,1.8,3.5,0.9,1.2,0.816,4.7,0.508,6.3,0.934,0.443,0.352,0.098,0.041,0.066,0.535,0.741,0.349,0.333,0.4,0.125
2020-2021,Lauri Markkanen\markkla01,PF,23,CHI,51,26,25.8,4.9,10.2,2.3,5.8,2.6,4.4,1.5,1.8,0.826,13.6,0.48,16.2,0.432,0.24,0.146,0.033,0.013,0.568,0.582,0.672,0.553,0.235,0.143,0.402
2020-2021,Naji Marshall\marshna01,SF,23,NOP,32,10,21.9,2.6,6.5,0.9,2.6,1.7,3.9,1.7,2.3,0.707,7.7,0.392,13.1,0.603,0.321,0.163,0.086,0.033,0.397,0.421,0.552,0.294,0.333,0,0.349
2020-2021,Caleb Martin\martica02,SF,25,CHO,53,3,15.4,1.8,4.8,0.6,2.4,1.2,2.5,0.8,1.2,0.641,5,0.375,16,0.512,0.285,0.094,0.012,0.121,0.488,0.496,0.575,0.375,0.333,0.419,0.248
2020-2021,Cody Martin\martico01,SF,25,CHO,52,10,16.3,1.6,3.6,0.3,1.1,1.3,2.5,0.5,0.8,0.581,4,0.441,11.2,0.691,0.436,0.117,0.074,0.064,0.309,0.515,0.561,0.636,0.214,0.333,0.276
2020-2021,Jeremiah Martin\martije02,PG,24,CLE,9,0,8.3,1,3.7,0.3,1.3,0.7,2.3,0.1,0.6,0.2,2.4,0.273,13.1,0.636,0.273,0.242,0.03,0.091,0.364,0.286,0.444,0,0,0.667,0.25
2020-2021,Kelan Martin\martike03,SF,25,IND,35,0,9.2,1.8,3.9,0.7,1.7,1.1,2.2,0.3,0.3,0.9,4.5,0.449,14.8,0.565,0.283,0.138,0.065,0.08,0.435,0.487,0.564,0.368,0.111,0.727,0.4
2020-2021,Kenyon Martin Jr.\martike04,SF,20,HOU,45,8,23.7,3.6,7.1,0.8,2.1,2.8,4.9,1.3,1.9,0.714,9.3,0.509,9.7,0.698,0.469,0.214,0.013,0.003,0.302,0.572,0.711,0.294,0.25,0,0.365
2020-2021,Frank Mason III\masonfr01,PG,26,ORL,4,1,19.8,2.3,6,0.5,1.3,1.8,4.8,1.3,1.8,0.714,6.3,0.375,8.1,0.792,0.5,0.25,0,0.042,0.208,0.368,0.417,0.333,0,0,0.4
2020-2021,Garrison Mathews\mathega01,SG,24,WAS,64,24,16.2,1.5,3.7,1.2,3.1,0.3,0.6,1.3,1.5,0.884,5.5,0.409,23.4,0.165,0.042,0.055,0.021,0.046,0.835,0.538,0.9,0.308,0.4,0.545,0.384
2020-2021,Dakota Mathias\mathida01,SG,25,PHI,8,2,15.4,2.4,6,1,3.3,1.4,2.8,0.3,0.8,0.333,6,0.396,21,0.458,0.042,0.042,0.104,0.271,0.542,0.5,0.5,0.5,0.6,0.462,0.308
2020-2021,Wesley Matthews\matthwe02,SG,34,LAL,58,10,19.5,1.5,4.3,1.1,3.4,0.4,0.9,0.6,0.7,0.854,4.8,0.353,21.2,0.218,0.099,0.056,0.028,0.036,0.782,0.418,0.68,0.214,0.286,0.111,0.335
2020-2021,Tyrese Maxey\maxeyty01,SG,20,PHI,61,8,15.3,3.2,7,0.5,1.7,2.7,5.3,1,1.1,0.871,8,0.462,12.3,0.76,0.268,0.233,0.128,0.131,0.24,0.512,0.591,0.46,0.582,0.375,0.301
2020-2021,Skylar Mays\mayssk01,SG,23,ATL,33,0,8.2,1.3,3,0.4,1.2,0.9,1.8,0.7,0.8,0.88,3.8,0.449,13.3,0.592,0.408,0.061,0.051,0.071,0.408,0.517,0.55,0.5,0.4,0.429,0.35
2020-2021,Patrick McCaw\mccawpa01,SF,25,TOR,5,0,6.6,0.2,0.2,0,0,0.2,0.2,0.6,0.6,1,1,1,1.3,1,1,0,0,0,0,1,1,0,0,0,0
2020-2021,CJ McCollum\mccolcj01,SG,29,POR,47,47,34,8.6,18.8,3.6,8.9,5,9.9,2.3,2.8,0.812,23.1,0.458,17.5,0.525,0.106,0.152,0.14,0.127,0.475,0.509,0.596,0.455,0.5,0.509,0.402
2020-2021,T.J. McConnell\mccontj01,PG,28,IND,69,3,26,4,7.1,0.2,0.7,3.8,6.4,0.5,0.7,0.688,8.6,0.559,8.4,0.902,0.331,0.341,0.188,0.043,0.098,0.586,0.654,0.545,0.554,0.524,0.313
2020-2021,Jaden McDaniels\mcdanja02,PF,20,MIN,63,27,24,2.6,5.8,1.1,3.1,1.5,2.7,0.4,0.7,0.6,6.8,0.447,16,0.46,0.229,0.139,0.049,0.044,0.54,0.544,0.69,0.412,0.5,0.25,0.364
2020-2021,Jalen McDaniels\mcdanja01,SF,23,CHO,47,18,19.2,2.8,6,0.7,2.2,2.1,3.8,1,1.4,0.703,7.4,0.468,11.6,0.63,0.338,0.239,0.042,0.011,0.37,0.547,0.688,0.382,0.333,0.667,0.333
2020-2021,Doug McDermott\mcderdo01,PF,29,IND,66,29,24.5,5.4,10.1,1.7,4.3,3.7,5.7,1.2,1.5,0.816,13.6,0.532,12.8,0.57,0.397,0.141,0.018,0.014,0.43,0.641,0.716,0.5,0.417,0.222,0.388
2020-2021,Sean McDermott\mcderse01,SF,24,MEM,18,0,8.8,0.7,1.8,0.3,1.2,0.4,0.6,0.4,0.4,1,2.2,0.394,17.8,0.333,0.242,0.03,0.061,0,0.667,0.727,0.75,1,0.5,0,0.227
2020-2021,JaVale McGee\mcgeeja01,C,33,TOT,46,2,14.7,3.1,6.1,0.1,0.5,3,5.6,1,1.5,0.657,7.3,0.511,6.6,0.915,0.433,0.379,0.085,0.018,0.085,0.539,0.689,0.43,0.292,0.4,0.208
2020-2021,Rodney McGruder\mcgruro01,SG,29,DET,16,2,12.1,2.3,4.4,0.7,1.5,1.6,2.9,0.4,0.5,0.75,5.7,0.529,12.1,0.657,0.257,0.286,0.086,0.029,0.343,0.565,0.722,0.55,0.167,0.5,0.458
2020-2021,Alfonzo McKinnie\mckinal01,SF,28,LAL,39,0,6.6,1.2,2.4,0.4,1,0.8,1.4,0.3,0.5,0.556,3.1,0.516,13.5,0.581,0.323,0.151,0.043,0.065,0.419,0.593,0.7,0.429,0.5,0.5,0.41
2020-2021,Jordan McLaughlin\mclaujo01,PG,24,MIN,51,2,18.4,2,4.7,0.6,1.8,1.3,2.9,0.5,0.6,0.767,5,0.413,12.2,0.62,0.351,0.223,0.037,0.008,0.38,0.447,0.518,0.333,0.556,0,0.359
2020-2021,Ben McLemore\mclembe01,SG,27,TOT,53,5,17.1,2.5,6.9,1.8,5.3,0.7,1.6,0.7,1,0.736,7.7,0.37,21.6,0.233,0.099,0.041,0.022,0.071,0.767,0.447,0.639,0.333,0.25,0.308,0.346
2020-2021,Nicolò Melli\mellini01,PF,30,TOT,45,4,12.6,1,3.1,0.5,1.9,0.5,1.2,0.4,0.6,0.76,3,0.326,18.3,0.397,0.149,0.099,0.078,0.071,0.603,0.411,0.476,0.214,0.545,0.4,0.271
2020-2021,De'Anthony Melton\meltode01,PG,22,MEM,52,1,20.1,3.3,7.6,1.7,4.1,1.6,3.5,0.8,1,0.804,9.1,0.438,16.9,0.463,0.163,0.155,0.104,0.041,0.537,0.467,0.609,0.295,0.561,0.313,0.412
2020-2021,Sam Merrill\merrisa01,SG,24,MIL,30,2,7.8,1.1,2.4,0.7,1.6,0.4,0.8,0.1,0.1,1,3,0.444,19.8,0.347,0.139,0.083,0.056,0.069,0.653,0.44,0.5,0,0.75,0.6,0.447
2020-2021,Chimezie Metu\metuch01,C,23,SAC,36,6,13.6,2.5,5,0.4,1,2.2,3.9,0.9,1.2,0.721,6.3,0.508,11,0.793,0.318,0.212,0.151,0.112,0.207,0.549,0.789,0.368,0.333,0.5,0.351
2020-2021,Khris Middleton\middlkh01,SF,29,MIL,68,68,33.4,7.5,15.8,2.2,5.4,5.3,10.4,3.1,3.5,0.898,20.4,0.476,15.7,0.66,0.15,0.146,0.196,0.168,0.34,0.508,0.652,0.49,0.464,0.444,0.414
2020-2021,Darius Miller\milleda01,SF,30,OKC,18,0,10.9,1.2,2.7,0.9,2.3,0.3,0.3,0.7,0.7,1,4.1,0.458,25,0.125,0,0.021,0.042,0.063,0.875,0.833,0,0,1,1,0.405
2020-2021,Patty Mills\millspa02,PG,32,SAS,68,1,24.8,3.7,9,2.4,6.3,1.3,2.7,1,1.1,0.91,10.8,0.412,20.7,0.298,0.111,0.057,0.028,0.101,0.702,0.5,0.574,0.457,0.353,0.484,0.375
2020-2021,Paul Millsap\millspa01,PF,35,DEN,56,36,20.8,3.4,7.2,0.9,2.6,2.5,4.6,1.3,1.8,0.724,9,0.476,12.5,0.643,0.244,0.309,0.08,0.01,0.357,0.55,0.694,0.5,0.375,0,0.343
2020-2021,Shake Milton\miltosh01,SG,24,PHI,63,4,23.2,4.8,10.6,1.1,3.2,3.6,7.4,2.3,2.8,0.83,13,0.45,13.9,0.696,0.193,0.214,0.181,0.106,0.304,0.494,0.62,0.42,0.479,0.437,0.35
2020-2021,Donovan Mitchell\mitchdo01,PG,24,UTA,53,53,33.4,9,20.6,3.4,8.7,5.7,11.9,5,6,0.845,26.4,0.438,16,0.577,0.157,0.219,0.093,0.108,0.423,0.476,0.608,0.418,0.451,0.424,0.386
2020-2021,Adam Mokoka\mokokad01,SG,22,CHI,14,0,4,0.5,1.4,0.1,0.7,0.4,0.6,0,0.1,0,1.1,0.368,13.7,0.474,0.421,0.053,0,0,0.526,0.667,0.75,0,0,0,0.1
2020-2021,Malik Monk\monkma01,SG,22,CHO,42,0,20.9,4.1,9.5,2,5,2.1,4.5,1.4,1.7,0.819,11.7,0.434,16.8,0.469,0.228,0.125,0.065,0.05,0.531,0.471,0.582,0.4,0.231,0.45,0.401
2020-2021,E'Twaun Moore\mooreet01,SG,31,PHO,27,1,14.4,2,4.5,0.4,1.3,1.6,3.2,0.4,0.5,0.857,4.9,0.455,13,0.711,0.174,0.314,0.132,0.091,0.289,0.512,0.381,0.474,0.75,0.545,0.314
2020-2021,Ja Morant\moranja01,PG,21,MEM,63,63,32.6,6.8,15.2,1.2,3.8,5.7,11.4,4.3,5.9,0.728,19.1,0.449,10.7,0.748,0.335,0.261,0.132,0.02,0.252,0.499,0.632,0.372,0.437,0.316,0.303
2020-2021,Juwan Morgan\morgaju01,PF,23,UTA,29,0,5.1,0.5,1,0.1,0.4,0.3,0.6,0.1,0.2,0.429,1.2,0.467,12.3,0.567,0.433,0.1,0.033,0,0.433,0.588,0.692,0.333,0,0,0.308
2020-2021,Marcus Morris\morrima03,PF,31,LAC,57,29,26.4,4.8,10.2,2.5,5.2,2.4,5.1,1.3,1.6,0.82,13.4,0.473,18.4,0.493,0.082,0.098,0.2,0.113,0.507,0.472,0.604,0.316,0.504,0.455,0.473
2020-2021,Markieff Morris\morrima02,PF,31,LAL,61,27,19.7,2.5,6.2,1.1,3.4,1.4,2.8,0.6,0.8,0.72,6.7,0.405,17.6,0.447,0.132,0.138,0.119,0.058,0.553,0.521,0.7,0.5,0.444,0.318,0.311
2020-2021,Monte Morris\morrimo01,PG,25,DEN,47,13,25.4,4,8.2,1.1,2.9,2.9,5.4,1.2,1.6,0.795,10.2,0.481,14,0.654,0.235,0.186,0.119,0.114,0.346,0.534,0.769,0.333,0.543,0.364,0.381
2020-2021,Mychal Mulder\muldemy01,PG,26,GSW,60,6,12.8,2,4.4,1.4,3.6,0.6,0.9,0.2,0.4,0.636,5.6,0.449,21,0.192,0.147,0.034,0.004,0.008,0.808,0.667,0.795,0.333,0,0,0.397
2020-2021,Dejounte Murray\murrade01,PG,24,SAS,67,67,31.9,6.6,14.5,0.9,3,5.6,11.6,1.6,2,0.791,15.7,0.453,12.6,0.796,0.193,0.205,0.266,0.131,0.204,0.488,0.649,0.39,0.452,0.477,0.317
2020-2021,Jamal Murray\murraja01,PG,23,DEN,48,48,35.5,7.9,16.5,2.7,6.6,5.2,9.9,2.8,3.2,0.869,21.2,0.477,16.9,0.601,0.124,0.144,0.145,0.188,0.399,0.523,0.816,0.465,0.496,0.396,0.408
2020-2021,Mike Muscala\muscami01,C,29,OKC,35,0,18.4,3.4,7.6,1.9,5.3,1.5,2.4,0.9,1,0.917,9.7,0.446,19.9,0.311,0.131,0.075,0.041,0.064,0.689,0.614,0.714,0.5,0.818,0.412,0.37
2020-2021,Svi Mykhailiuk\mykhasv01,SF,23,TOT,66,14,20.1,3.2,7.7,1.6,4.8,1.6,2.9,0.6,0.8,0.76,8.5,0.411,17.6,0.379,0.209,0.105,0.04,0.026,0.621,0.536,0.66,0.302,0.5,0.538,0.334
2020-2021,Abdel Nader\naderab01,SF,27,PHO,24,0,14.8,2.4,4.8,0.8,1.8,1.6,3,1.2,1.5,0.757,6.7,0.491,11.7,0.629,0.353,0.224,0.043,0.009,0.371,0.534,0.683,0.385,0.2,0,0.419
2020-2021,Larry Nance Jr.\nancela02,PF,28,CLE,35,27,31.2,3.7,7.8,1.2,3.3,2.5,4.5,0.9,1.4,0.612,9.3,0.471,13.5,0.581,0.313,0.162,0.059,0.048,0.419,0.551,0.682,0.432,0.25,0.462,0.36
2020-2021,Aaron Nesmith\nesmiaa01,SF,21,BOS,46,1,14.5,1.7,3.9,0.9,2.3,0.8,1.5,0.5,0.6,0.786,4.7,0.438,17.1,0.393,0.169,0.163,0.051,0.011,0.607,0.543,0.667,0.448,0.444,0.5,0.37
2020-2021,Raul Neto\netora01,PG,28,WAS,64,22,21.9,3.3,7,1,2.6,2.3,4.4,1.2,1.3,0.882,8.7,0.468,13.7,0.633,0.172,0.315,0.105,0.04,0.367,0.512,0.61,0.489,0.511,0.278,0.39
2020-2021,Georges Niang\niangge01,PF,27,UTA,72,10,16,2.5,5.6,1.7,4.1,0.7,1.6,0.3,0.3,0.957,6.9,0.437,19.8,0.279,0.067,0.128,0.072,0.012,0.721,0.469,0.593,0.538,0.276,0.2,0.425
2020-2021,Zeke Nnaji\nnajize01,PF,20,DEN,42,1,9.5,1.2,2.5,0.6,1.4,0.6,1.1,0.3,0.4,0.8,3.2,0.481,16.3,0.433,0.212,0.135,0.058,0.029,0.567,0.578,0.864,0.214,0.5,0.333,0.407
2020-2021,Nerlens Noel\noelne01,C,26,NYK,64,41,24.2,2.1,3.5,0,0,2.1,3.4,0.8,1.1,0.714,5.1,0.614,3.7,0.987,0.686,0.202,0.081,0.018,0.013,0.623,0.706,0.489,0.278,0.5,0
2020-2021,Jaylen Nowell\nowelja01,SG,21,MIN,42,0,18.1,3.4,8,1.2,3.6,2.2,4.4,1.1,1.3,0.818,9,0.424,15.9,0.552,0.176,0.179,0.125,0.072,0.448,0.497,0.559,0.383,0.619,0.417,0.333
2020-2021,Frank Ntilikina\ntilila01,PG,22,NYK,33,4,9.8,0.9,2.4,0.7,1.5,0.2,0.9,0.2,0.5,0.444,2.7,0.367,20.5,0.392,0.038,0.076,0.152,0.127,0.608,0.194,0.667,0.167,0.167,0.1,0.479
2020-2021,Kendrick Nunn\nunnke01,PG,25,MIA,56,44,29.5,5.7,11.8,2.2,5.7,3.5,6,1,1.1,0.933,14.6,0.485,16.1,0.514,0.229,0.12,0.087,0.078,0.486,0.583,0.755,0.405,0.421,0.529,0.381
2020-2021,James Nunnally\nunnaja01,SF,30,NOP,9,0,5.3,0.6,1.4,0.4,1.3,0.1,0.1,0.1,0.2,0.5,1.7,0.385,23.8,0.077,0,0,0,0.077,0.923,1,0,0,0,1,0.333
2020-2021,Jusuf Nurki?\nurkiju01,C,26,POR,37,37,23.8,4.6,9,0.3,0.8,4.3,8.2,1.9,3.1,0.619,11.5,0.514,5.7,0.91,0.565,0.27,0.042,0.033,0.09,0.525,0.596,0.433,0.5,0.091,0.4
2020-2021,David Nwaba\nwabada01,SF,28,HOU,30,9,22.6,3.5,7.3,0.6,2.1,3,5.2,1.6,2.3,0.691,9.2,0.486,9.2,0.711,0.482,0.206,0.023,0,0.289,0.574,0.667,0.422,0,0,0.27
2020-2021,Jordan Nwora\nworajo01,SF,22,MIL,30,2,9.1,2.1,4.5,0.9,2.1,1.1,2.4,0.6,0.8,0.76,5.7,0.459,16.8,0.541,0.193,0.133,0.096,0.119,0.459,0.466,0.577,0.389,0.308,0.5,0.452
2020-2021,Royce O'Neale\onealro01,SF,27,UTA,71,71,31.6,2.5,5.5,1.5,3.9,1,1.6,0.5,0.6,0.848,7,0.444,19,0.294,0.193,0.079,0.01,0.013,0.706,0.586,0.737,0.323,0.5,0,0.385
2020-2021,Semi Ojeleye\ojelese01,PF,26,BOS,56,15,17,1.6,3.9,1,2.8,0.6,1.1,0.4,0.6,0.75,4.6,0.403,19.7,0.285,0.1,0.109,0.054,0.023,0.715,0.492,0.636,0.542,0.25,0.2,0.367
2020-2021,Jahlil Okafor\okafoja01,C,25,DET,27,2,12.9,2.3,3.8,0.1,0.3,2.3,3.4,0.6,0.9,0.708,5.4,0.618,5.9,0.912,0.52,0.304,0.059,0.029,0.088,0.656,0.717,0.613,0.333,0.667,0.222
2020-2021,Chuma Okeke\okekech01,PF,22,ORL,45,19,25.2,3,7.2,1.1,3.1,1.9,4.1,0.7,0.9,0.75,7.8,0.417,16.9,0.565,0.154,0.157,0.117,0.136,0.435,0.47,0.68,0.333,0.447,0.409,0.348
2020-2021,Josh Okogie\okogijo01,SG,22,MIN,59,37,20.3,1.7,4.3,0.5,1.8,1.2,2.5,1.4,1.8,0.769,5.4,0.402,12.3,0.575,0.409,0.134,0.012,0.02,0.425,0.5,0.615,0.235,0,0.2,0.269
2020-2021,Onyeka Okongwu\okongon01,C,20,ATL,50,4,12,1.9,3,0,0.1,1.9,2.9,0.7,1.1,0.632,4.6,0.644,4.1,0.98,0.591,0.302,0.06,0.027,0.02,0.658,0.795,0.511,0.222,0.25,0
2020-2021,Isaac Okoro\okorois01,SG,20,CLE,67,67,32.4,3.5,8.3,0.9,3.2,2.6,5.1,1.7,2.3,0.726,9.6,0.42,11.8,0.617,0.377,0.197,0.023,0.02,0.383,0.501,0.611,0.364,0.077,0.273,0.29
2020-2021,KZ Okpala\okpalkz01,PF,21,MIA,37,9,12.1,1,2.6,0.3,1.4,0.6,1.2,0.2,0.4,0.533,2.5,0.375,14.5,0.479,0.302,0.146,0.01,0.021,0.521,0.522,0.655,0.357,0,0,0.24
2020-2021,Victor Oladipo\oladivi01,SG,28,TOT,33,33,32.7,7.1,17.5,2.4,7.2,4.8,10.2,3.2,4.2,0.754,19.8,0.408,15.1,0.585,0.247,0.156,0.085,0.097,0.415,0.466,0.655,0.356,0.306,0.304,0.326
2020-2021,Cameron Oliver\oliveca01,SF,24,HOU,4,0,21.8,4.8,8.3,1,3.3,3.8,5,0.3,1,0.25,10.8,0.576,12.6,0.606,0.394,0.121,0.091,0,0.394,0.75,0.769,0.75,0.667,0,0.308
2020-2021,Kelly Olynyk\olynyke01,C,29,TOT,70,62,28.5,4.8,10,1.8,5.3,3,4.7,2.1,2.5,0.829,13.5,0.484,15.6,0.472,0.286,0.135,0.03,0.022,0.528,0.641,0.769,0.479,0.286,0.467,0.342
2020-2021,Miye Oni\onimi01,SG,23,UTA,54,0,9.6,0.6,1.8,0.6,1.6,0.1,0.2,0.1,0.1,0.833,1.9,0.354,21.9,0.111,0.061,0.051,0,0,0.889,0.455,0.5,0.4,0,0,0.341
2020-2021,Cedi Osman\osmande01,SF,25,CLE,59,26,25.6,3.7,9.9,1.7,5.5,2,4.4,1.3,1.6,0.8,10.4,0.374,16.3,0.447,0.234,0.147,0.051,0.015,0.553,0.458,0.569,0.314,0.4,0.333,0.306
2020-2021,Daniel Oturu\oturuda01,C,21,LAC,30,0,5.4,0.7,1.7,0,0.2,0.7,1.6,0.3,0.4,0.75,1.8,0.423,7.2,0.904,0.462,0.269,0.096,0.077,0.096,0.447,0.583,0.214,0.6,0.25,0.2
2020-2021,Kelly Oubre Jr.\oubreke01,SF,25,GSW,55,50,30.7,5.8,13.2,1.6,5.2,4.1,8,2.2,3.2,0.695,15.4,0.439,13.2,0.606,0.267,0.238,0.062,0.04,0.394,0.519,0.72,0.355,0.422,0.31,0.316
2020-2021,Jabari Parker\parkeja01,PF,25,TOT,13,0,12.7,2.3,4.2,0.2,0.8,2.2,3.4,0.8,1,0.769,5.5,0.545,11,0.8,0.309,0.218,0.109,0.164,0.2,0.636,0.941,0.5,0.333,0.444,0.182
2020-2021,Eric Paschall\pascher01,PF,24,GSW,40,2,17.4,3.7,7.5,0.5,1.4,3.3,6.1,1.7,2.4,0.713,9.5,0.497,11.3,0.819,0.265,0.265,0.104,0.185,0.181,0.533,0.671,0.443,0.452,0.509,0.333
2020-2021,Anžejs Pase??iks\pasecan01,C,25,WAS,1,0,6,0,1,0,1,0,0,0,0,0,0,0,25.2,0,0,0,0,0,1,0,0,0,0,0,0
2020-2021,Patrick Patterson\pattepa01,PF,31,LAC,38,5,15.3,1.9,4.3,1.1,2.9,0.8,1.4,0.3,0.4,0.765,5.2,0.436,18.6,0.321,0.182,0.079,0.042,0.018,0.679,0.604,0.7,0.462,0.571,0.333,0.357
2020-2021,Justin Patton\pattoju01,C,23,HOU,13,6,19,2.2,5.4,0.7,2.6,1.5,2.8,0.2,0.3,0.75,5.4,0.414,15,0.514,0.243,0.171,0.043,0.057,0.486,0.556,0.706,0.333,0.667,0.5,0.265
2020-2021,Chris Paul\paulch01,PG,35,PHO,70,70,31.4,6.3,12.6,1.5,3.7,4.8,8.9,2.4,2.6,0.934,16.4,0.499,16.9,0.706,0.058,0.114,0.327,0.208,0.294,0.543,0.667,0.55,0.516,0.546,0.395
2020-2021,Cameron Payne\payneca01,PG,26,PHO,60,1,18,3.2,6.6,1.2,2.8,2,3.8,0.8,0.9,0.893,8.4,0.484,15.1,0.58,0.159,0.253,0.124,0.043,0.42,0.515,0.667,0.43,0.49,0.529,0.44
2020-2021,Elfrid Payton\paytoel01,PG,26,NYK,63,63,23.6,4.3,9.9,0.4,1.6,3.8,8.3,1.2,1.7,0.682,10.1,0.432,8.4,0.842,0.368,0.339,0.093,0.042,0.158,0.46,0.576,0.393,0.293,0.346,0.286
2020-2021,Gary Payton II\paytoga02,PG,28,GSW,10,0,4,1,1.3,0.2,0.4,0.8,0.9,0.3,0.4,0.75,2.5,0.769,8.6,0.692,0.615,0.077,0,0,0.308,0.889,0.875,1,0,0,0.5
2020-2021,Norvel Pelle\pelleno01,C,27,TOT,13,0,6.5,0.6,1.2,0,0,0.6,1.2,0.3,0.5,0.667,1.5,0.533,1.6,1,0.733,0.267,0,0,0,0.533,0.545,0.5,0,0,0
2020-2021,Reggie Perry\perryre01,PF,20,BRK,26,0,8.1,1.2,3,0.2,0.8,1.1,2.2,0.4,0.5,0.769,3,0.41,8.9,0.731,0.551,0.141,0.026,0.013,0.269,0.491,0.628,0,0.5,0,0.19
2020-2021,Theo Pinson\pinsoth01,SG,25,NYK,17,0,2,0.1,0.5,0,0.5,0.1,0.1,0,0,0,0.1,0.111,25,0.111,0,0,0.111,0,0.889,1,0,0,1,0,0
2020-2021,Mason Plumlee\plumlma01,C,30,DET,56,56,26.8,4.2,6.8,0,0.1,4.2,6.7,2,3,0.669,10.4,0.614,4.6,0.982,0.575,0.304,0.052,0.05,0.018,0.626,0.795,0.422,0.25,0.316,0
2020-2021,Jakob Poeltl\poeltja01,C,25,SAS,69,51,26.7,3.8,6.2,0,0,3.8,6.2,0.9,1.8,0.508,8.6,0.616,3.7,1,0.581,0.333,0.074,0.012,0,0.616,0.72,0.49,0.438,0.2,0
2020-2021,Vincent Poirier\poirivi01,C,27,PHI,10,0,3.9,0.3,1.2,0,0.1,0.3,1.1,0.2,0.6,0.333,0.8,0.25,8.6,0.917,0.417,0.083,0.25,0.167,0.083,0.273,0.4,0,0.333,0,0
2020-2021,Aleksej Pokusevski\pokusal01,PF,19,OKC,45,28,24.2,3.1,9.1,1.3,4.6,1.8,4.5,0.7,0.9,0.738,8.2,0.341,17.5,0.493,0.137,0.147,0.12,0.088,0.507,0.403,0.554,0.333,0.408,0.278,0.28
2020-2021,Jordan Poole\poolejo01,SG,21,GSW,51,7,19.4,4,9.3,1.9,5.4,2.1,3.9,2.1,2.3,0.882,12,0.432,18.6,0.418,0.148,0.133,0.082,0.055,0.582,0.545,0.743,0.46,0.436,0.385,0.351
2020-2021,Jontay Porter\portejo01,PF,21,MEM,11,0,4.9,0.7,1.4,0.3,0.7,0.5,0.6,0.3,0.5,0.6,2,0.533,18.5,0.467,0.2,0.067,0.067,0.133,0.533,0.714,0.667,1,1,0.5,0.375
2020-2021,Kevin Porter Jr.\porteke02,SG,20,HOU,26,23,32.1,6,14.1,1.9,6.2,4.1,7.9,2.7,3.6,0.734,16.6,0.425,15.3,0.561,0.21,0.18,0.095,0.076,0.439,0.515,0.74,0.364,0.4,0.393,0.311
2020-2021,Michael Porter Jr.\portemi01,SF,22,DEN,61,54,31.3,7.3,13.4,2.8,6.3,4.5,7.1,1.7,2.2,0.791,19,0.542,15.9,0.532,0.226,0.131,0.073,0.102,0.468,0.628,0.838,0.486,0.417,0.494,0.445
2020-2021,Otto Porter Jr.\porteot01,SF,27,TOT,28,6,21.6,3.5,8.1,1.4,3.7,2.1,4.4,1.3,1.5,0.857,9.7,0.432,16.9,0.542,0.137,0.154,0.11,0.141,0.458,0.48,0.774,0.314,0.48,0.375,0.375
2020-2021,Bobby Portis\portibo01,C,25,MIL,66,7,20.8,4.7,9.1,1.1,2.4,3.6,6.7,0.8,1.1,0.74,11.4,0.523,12.4,0.737,0.264,0.194,0.162,0.117,0.263,0.542,0.671,0.457,0.495,0.457,0.471
2020-2021,Kristaps Porzi??is\porzikr01,C,25,DAL,43,43,30.9,7.6,15.9,2.3,6,5.3,9.9,2.7,3.2,0.855,20.1,0.476,15.1,0.622,0.223,0.154,0.157,0.089,0.378,0.536,0.75,0.457,0.402,0.377,0.376
2020-2021,Dwight Powell\poweldw01,C,29,DAL,58,19,16.7,2.1,3.3,0.1,0.4,2,3,1.7,2.1,0.782,5.9,0.619,4.5,0.892,0.737,0.144,0.01,0,0.108,0.665,0.755,0.25,0,0,0.238
2020-2021,Norman Powell\powelno01,SG,27,TOT,69,58,32,6.3,13.3,2.5,6,3.9,7.3,3.4,3.9,0.871,18.6,0.477,14.3,0.547,0.275,0.181,0.053,0.038,0.453,0.532,0.647,0.416,0.367,0.486,0.411
